group_index,group_id,size,first_index,minimum_length,maximum_length,negative_n,positive_n
146,SW60C80_00146,1,159,3,3,0,1
147,SW60C80_00147,2,160,7,7,0,2
148,SW60C80_00148,1,161,7,7,1,0
149,SW60C80_00149,2,162,5,5,0,2
150,SW60C80_00150,2,163,3,3,0,2
151,SW60C80_00151,1,164,6,6,0,1
152,SW60C80_00152,1,165,6,6,0,1
153,SW60C80_00153,1,166,6,6,0,1
154,SW60C80_00154,1,167,11,11,1,0
155,SW60C80_00155,1,168,1,1,0,1
156,SW60C80_00156,1,169,8,8,1,0
157,SW60C80_00157,1,170,8,8,1,0
158,SW60C80_00158,1,171,17,17,1,0
159,SW60C80_00159,2,172,3,3,0,2
160,SW60C80_00160,3,173,3,3,3,0
161,SW60C80_00161,1,174,6,6,1,0
162,SW60C80_00162,1,175,3,3,0,1
163,SW60C80_00163,7,176,3,3,4,3
164,SW60C80_00164,1,177,8,8,0,1
165,SW60C80_00165,1,180,2,2,1,0
166,SW60C80_00166,1,181,23,23,0,1
167,SW60C80_00167,10,182,3,3,0,10
168,SW60C80_00168,1,183,3,3,1,0
169,SW60C80_00169,3,184,4,5,0,3
170,SW60C80_00170,1,185,14,14,1,0
171,SW60C80_00171,1,186,11,11,1,0
172,SW60C80_00172,2,187,3,3,2,0
173,SW60C80_00173,1,188,10,10,1,0
174,SW60C80_00174,1,189,8,8,1,0
175,SW60C80_00175,1,190,3,3,0,1
176,SW60C80_00176,1,191,4,4,0,1
177,SW60C80_00177,2,193,3,3,1,1
178,SW60C80_00178,1,194,3,3,0,1
179,SW60C80_00179,3,195,4,6,3,0
180,SW60C80_00180,1,196,8,8,0,1
181,SW60C80_00181,1,197,6,6,0,1
182,SW60C80_00182,9,198,3,3,0,9
183,SW60C80_00183,1,199,14,14,1,0
184,SW60C80_00184,1,200,12,12,0,1
185,SW60C80_00185,1,201,13,13,0,1
186,SW60C80_00186,1,202,14,14,1,0
187,SW60C80_00187,1,204,2,2,0,1
188,SW60C80_00188,16,206,3,3,0,16
189,SW60C80_00189,1,207,9,9,1,0
190,SW60C80_00190,1,208,31,31,0,1
191,SW60C80_00191,6,210,3,3,3,3
192,SW60C80_00192,4,211,3,3,3,1
193,SW60C80_00193,7,212,3,3,3,4
194,SW60C80_00194,2,213,3,3,2,0
195,SW60C80_00195,3,215,3,3,0,3
196,SW60C80_00196,1,216,3,3,0,1
197,SW60C80_00197,3,217,3,3,2,1
198,SW60C80_00198,1,218,12,12,1,0
199,SW60C80_00199,1,219,16,16,0,1
200,SW60C80_00200,1,220,5,5,1,0
201,SW60C80_00201,1,221,7,7,1,0
202,SW60C80_00202,1,223,4,4,1,0
203,SW60C80_00203,1,224,8,8,1,0
204,SW60C80_00204,2,226,3,3,1,1
205,SW60C80_00205,1,227,12,12,1,0
206,SW60C80_00206,1,228,5,5,0,1
207,SW60C80_00207,1,229,4,4,0,1
208,SW60C80_00208,1,230,7,7,0,1
209,SW60C80_00209,2,231,3,3,0,2
210,SW60C80_00210,1,232,16,16,1,0
211,SW60C80_00211,1,233,5,5,0,1
212,SW60C80_00212,1,234,5,5,1,0
213,SW60C80_00213,1,235,17,17,1,0
214,SW60C80_00214,1,236,5,5,1,0
215,SW60C80_00215,7,237,3,3,5,2
216,SW60C80_00216,3,238,3,3,2,1
217,SW60C80_00217,1,239,3,3,0,1
218,SW60C80_00218,1,240,16,16,0,1
219,SW60C80_00219,1,241,15,15,0,1
220,SW60C80_00220,2,243,6,6,1,1
221,SW60C80_00221,1,244,3,3,1,0
222,SW60C80_00222,1,245,10,10,0,1
223,SW60C80_00223,1,246,9,9,0,1
224,SW60C80_00224,1,247,13,13,1,0
225,SW60C80_00225,1,248,10,10,0,1
226,SW60C80_00226,1,249,8,8,1,0
227,SW60C80_00227,1,251,2,2,1,0
228,SW60C80_00228,1,252,10,10,1,0
229,SW60C80_00229,1,253,11,11,0,1
230,SW60C80_00230,1,255,13,13,0,1
231,SW60C80_00231,1,256,3,3,0,1
232,SW60C80_00232,2,257,6,6,0,2
233,SW60C80_00233,1,258,15,15,1,0
234,SW60C80_00234,1,259,2,2,0,1
235,SW60C80_00235,2,260,31,31,0,2
236,SW60C80_00236,4,261,4,7,0,4
237,SW60C80_00237,1,265,5,5,1,0
238,SW60C80_00238,1,266,8,8,1,0
239,SW60C80_00239,1,267,4,4,0,1
240,SW60C80_00240,1,269,6,6,1,0
241,SW60C80_00241,1,270,15,15,0,1
242,SW60C80_00242,1,272,11,11,0,1
243,SW60C80_00243,10,273,3,5,7,3
244,SW60C80_00244,1,274,4,4,1,0
245,SW60C80_00245,2,275,3,3,2,0
246,SW60C80_00246,1,276,11,11,1,0
247,SW60C80_00247,3,277,3,3,2,1
248,SW60C80_00248,2,278,5,6,0,2
249,SW60C80_00249,2,279,3,3,2,0
250,SW60C80_00250,16,280,3,3,14,2
251,SW60C80_00251,1,281,12,12,0,1
252,SW60C80_00252,1,282,12,12,0,1
253,SW60C80_00253,1,283,3,3,0,1
254,SW60C80_00254,1,284,18,18,1,0
255,SW60C80_00255,1,286,14,14,1,0
256,SW60C80_00256,1,287,20,20,1,0
257,SW60C80_00257,1,289,3,3,0,1
258,SW60C80_00258,1,290,3,3,1,0
259,SW60C80_00259,1,291,2,2,1,0
260,SW60C80_00260,1,292,14,14,1,0
261,SW60C80_00261,2,296,3,3,2,0
262,SW60C80_00262,2,297,4,5,0,2
263,SW60C80_00263,1,298,12,12,0,1
264,SW60C80_00264,1,299,11,11,0,1
265,SW60C80_00265,1,300,5,5,1,0
266,SW60C80_00266,1,301,6,6,1,0
267,SW60C80_00267,1,303,6,6,1,0
268,SW60C80_00268,1,304,11,11,1,0
269,SW60C80_00269,1,305,7,7,1,0
270,SW60C80_00270,1,306,9,9,0,1
271,SW60C80_00271,1,307,3,3,1,0
272,SW60C80_00272,1,308,9,9,0,1
273,SW60C80_00273,1,310,9,9,0,1
274,SW60C80_00274,8,311,3,3,6,2
275,SW60C80_00275,1,312,15,15,0,1
276,SW60C80_00276,1,313,7,7,1,0
277,SW60C80_00277,2,314,3,3,2,0
278,SW60C80_00278,1,315,12,12,0,1
279,SW60C80_00279,1,317,10,10,0,1
280,SW60C80_00280,1,318,6,6,0,1
281,SW60C80_00281,1,319,15,15,0,1
282,SW60C80_00282,1,320,10,10,1,0
283,SW60C80_00283,6,322,9,12,0,6
284,SW60C80_00284,1,324,16,16,1,0
285,SW60C80_00285,1,326,27,27,0,1
286,SW60C80_00286,1,327,12,12,0,1
287,SW60C80_00287,1,328,7,7,0,1
288,SW60C80_00288,1,329,4,4,0,1
289,SW60C80_00289,1,330,20,20,1,0
290,SW60C80_00290,2,331,3,3,2,0
291,SW60C80_00291,1,332,5,5,0,1
292,SW60C80_00292,1,333,12,12,0,1
293,SW60C80_00293,2,334,3,3,1,1
294,SW60C80_00294,1,336,4,4,1,0
295,SW60C80_00295,1,337,5,5,1,0
296,SW60C80_00296,3,338,3,3,2,1
297,SW60C80_00297,2,339,3,3,0,2
298,SW60C80_00298,1,340,6,6,0,1
299,SW60C80_00299,1,341,7,7,1,0
300,SW60C80_00300,1,342,13,13,1,0
301,SW60C80_00301,1,344,3,3,1,0
302,SW60C80_00302,1,345,8,8,1,0
303,SW60C80_00303,1,346,7,7,0,1
304,SW60C80_00304,1,347,8,8,1,0
305,SW60C80_00305,1,349,6,6,1,0
306,SW60C80_00306,1,350,8,8,0,1
307,SW60C80_00307,1,351,12,12,1,0
308,SW60C80_00308,1,352,4,4,0,1
309,SW60C80_00309,1,353,16,16,1,0
310,SW60C80_00310,1,354,7,7,0,1
311,SW60C80_00311,2,355,3,3,0,2
312,SW60C80_00312,2,356,3,3,2,0
313,SW60C80_00313,1,357,11,11,1,0
314,SW60C80_00314,1,358,2,2,1,0
315,SW60C80_00315,1,359,19,19,0,1
316,SW60C80_00316,1,360,7,7,1,0
317,SW60C80_00317,1,361,5,5,1,0
318,SW60C80_00318,1,362,16,16,1,0
319,SW60C80_00319,1,363,7,7,1,0
320,SW60C80_00320,1,364,7,7,0,1
321,SW60C80_00321,2,365,5,6,2,0
322,SW60C80_00322,1,366,18,18,0,1
323,SW60C80_00323,1,368,11,11,0,1
324,SW60C80_00324,2,369,11,11,2,0
325,SW60C80_00325,1,370,13,13,1,0
326,SW60C80_00326,1,371,2,2,1,0
327,SW60C80_00327,1,372,3,3,0,1
328,SW60C80_00328,1,376,3,3,1,0
329,SW60C80_00329,2,377,11,11,0,2
330,SW60C80_00330,1,378,2,2,0,1
331,SW60C80_00331,1,379,3,3,0,1
332,SW60C80_00332,1,380,4,4,1,0
333,SW60C80_00333,1,381,5,5,0,1
334,SW60C80_00334,1,382,4,4,0,1
335,SW60C80_00335,1,383,6,6,0,1
336,SW60C80_00336,1,384,18,18,1,0
337,SW60C80_00337,1,386,15,15,0,1
338,SW60C80_00338,1,387,17,17,0,1
339,SW60C80_00339,1,388,13,13,0,1
340,SW60C80_00340,1,389,16,16,0,1
341,SW60C80_00341,1,390,7,7,0,1
342,SW60C80_00342,1,391,7,7,1,0
343,SW60C80_00343,1,392,12,12,1,0
344,SW60C80_00344,1,393,6,6,1,0
345,SW60C80_00345,1,394,4,4,0,1
346,SW60C80_00346,2,395,6,6,2,0
347,SW60C80_00347,1,396,3,3,0,1
348,SW60C80_00348,5,397,4,6,0,5
349,SW60C80_00349,1,398,4,4,0,1
350,SW60C80_00350,4,400,3,3,4,0
351,SW60C80_00351,1,401,13,13,1,0
352,SW60C80_00352,1,404,4,4,1,0
353,SW60C80_00353,1,405,4,4,1,0
354,SW60C80_00354,3,407,5,6,1,2
355,SW60C80_00355,1,408,4,4,0,1
356,SW60C80_00356,1,409,12,12,0,1
357,SW60C80_00357,1,410,4,4,1,0
358,SW60C80_00358,3,411,3,5,3,0
359,SW60C80_00359,1,412,12,12,1,0
360,SW60C80_00360,1,413,23,23,0,1
361,SW60C80_00361,1,414,6,6,0,1
362,SW60C80_00362,1,415,7,7,0,1
363,SW60C80_00363,1,416,9,9,1,0
364,SW60C80_00364,1,417,14,14,1,0
365,SW60C80_00365,8,419,3,3,0,8
366,SW60C80_00366,1,421,8,8,0,1
367,SW60C80_00367,1,422,5,5,1,0
368,SW60C80_00368,1,423,6,6,1,0
369,SW60C80_00369,4,424,6,6,2,2
370,SW60C80_00370,1,425,11,11,0,1
371,SW60C80_00371,1,426,15,15,0,1
372,SW60C80_00372,1,429,2,2,1,0
373,SW60C80_00373,1,430,8,8,0,1
374,SW60C80_00374,1,431,11,11,0,1
375,SW60C80_00375,1,433,6,6,1,0
376,SW60C80_00376,1,434,4,4,0,1
377,SW60C80_00377,2,435,4,4,0,2
378,SW60C80_00378,1,436,9,9,0,1
379,SW60C80_00379,1,437,11,11,1,0
380,SW60C80_00380,1,438,15,15,0,1
381,SW60C80_00381,1,439,4,4,1,0
382,SW60C80_00382,1,440,7,7,1,0
383,SW60C80_00383,1,441,2,2,0,1
384,SW60C80_00384,1,442,7,7,1,0
385,SW60C80_00385,1,443,16,16,0,1
386,SW60C80_00386,1,444,17,17,1,0
387,SW60C80_00387,1,446,12,12,0,1
388,SW60C80_00388,1,448,6,6,1,0
389,SW60C80_00389,1,450,7,7,1,0
390,SW60C80_00390,1,452,3,3,0,1
391,SW60C80_00391,1,453,14,14,0,1
392,SW60C80_00392,1,454,11,11,0,1
393,SW60C80_00393,1,455,15,15,0,1
394,SW60C80_00394,1,456,18,18,0,1
395,SW60C80_00395,1,457,3,3,1,0
396,SW60C80_00396,2,458,7,8,0,2
397,SW60C80_00397,2,460,4,5,2,0
398,SW60C80_00398,1,461,9,9,0,1
399,SW60C80_00399,1,462,7,7,1,0
400,SW60C80_00400,5,463,13,16,0,5
401,SW60C80_00401,1,464,6,6,1,0
402,SW60C80_00402,1,466,11,11,0,1
403,SW60C80_00403,2,467,3,3,2,0
404,SW60C80_00404,1,468,2,2,1,0
405,SW60C80_00405,1,469,6,6,1,0
406,SW60C80_00406,1,471,6,6,1,0
407,SW60C80_00407,1,472,5,5,1,0
408,SW60C80_00408,1,473,14,14,0,1
409,SW60C80_00409,1,475,13,13,0,1
410,SW60C80_00410,1,476,7,7,0,1
411,SW60C80_00411,1,481,16,16,1,0
412,SW60C80_00412,1,483,9,9,1,0
413,SW60C80_00413,1,484,12,12,1,0
414,SW60C80_00414,1,485,16,16,0,1
415,SW60C80_00415,1,487,5,5,1,0
416,SW60C80_00416,1,488,3,3,1,0
417,SW60C80_00417,1,489,4,4,0,1
418,SW60C80_00418,12,491,3,3,5,7
419,SW60C80_00419,2,492,20,20,0,2
420,SW60C80_00420,2,493,3,3,1,1
421,SW60C80_00421,1,494,2,2,1,0
422,SW60C80_00422,1,495,6,6,1,0
423,SW60C80_00423,1,496,2,2,1,0
424,SW60C80_00424,1,497,12,12,1,0
425,SW60C80_00425,1,498,13,13,1,0
426,SW60C80_00426,1,500,13,13,0,1
427,SW60C80_00427,1,501,13,13,1,0
428,SW60C80_00428,3,502,3,3,3,0
429,SW60C80_00429,1,503,4,4,0,1
430,SW60C80_00430,1,504,5,5,1,0
431,SW60C80_00431,1,505,4,4,1,0
432,SW60C80_00432,1,506,9,9,1,0
433,SW60C80_00433,1,507,7,7,1,0
434,SW60C80_00434,1,508,12,12,1,0
435,SW60C80_00435,1,509,12,12,0,1
436,SW60C80_00436,1,510,12,12,1,0
437,SW60C80_00437,1,512,5,5,1,0
438,SW60C80_00438,1,513,4,4,1,0
439,SW60C80_00439,1,514,17,17,1,0
440,SW60C80_00440,1,515,8,8,1,0
441,SW60C80_00441,1,517,3,3,0,1
442,SW60C80_00442,1,518,14,14,1,0
443,SW60C80_00443,1,519,8,8,0,1
444,SW60C80_00444,1,520,11,11,0,1
445,SW60C80_00445,1,521,3,3,0,1
446,SW60C80_00446,1,522,4,4,0,1
447,SW60C80_00447,1,523,7,7,1,0
448,SW60C80_00448,1,524,8,8,1,0
449,SW60C80_00449,1,525,49,49,0,1
450,SW60C80_00450,1,526,6,6,0,1
451,SW60C80_00451,1,527,7,7,0,1
452,SW60C80_00452,1,528,12,12,0,1
453,SW60C80_00453,1,529,14,14,1,0
454,SW60C80_00454,1,530,5,5,0,1
455,SW60C80_00455,2,533,3,3,0,2
456,SW60C80_00456,1,535,2,2,0,1
457,SW60C80_00457,1,536,4,4,1,0
458,SW60C80_00458,1,537,13,13,0,1
459,SW60C80_00459,1,539,14,14,1,0
460,SW60C80_00460,1,540,5,5,1,0
461,SW60C80_00461,1,541,3,3,1,0
462,SW60C80_00462,1,542,4,4,1,0
463,SW60C80_00463,1,543,4,4,1,0
464,SW60C80_00464,1,544,4,4,1,0
465,SW60C80_00465,1,545,10,10,1,0
466,SW60C80_00466,2,546,4,5,1,1
467,SW60C80_00467,2,547,4,4,2,0
468,SW60C80_00468,1,549,7,7,0,1
469,SW60C80_00469,2,550,7,7,0,2
470,SW60C80_00470,1,551,3,3,0,1
471,SW60C80_00471,2,552,3,3,2,0
472,SW60C80_00472,1,554,11,11,0,1
473,SW60C80_00473,1,555,5,5,0,1
474,SW60C80_00474,1,556,15,15,1,0
475,SW60C80_00475,1,557,4,4,0,1
476,SW60C80_00476,1,558,8,8,1,0
477,SW60C80_00477,1,559,12,12,0,1
478,SW60C80_00478,1,560,34,34,0,1
479,SW60C80_00479,1,561,7,7,1,0
480,SW60C80_00480,1,562,11,11,0,1
481,SW60C80_00481,1,563,10,10,1,0
482,SW60C80_00482,5,564,3,3,4,1
483,SW60C80_00483,1,565,12,12,1,0
484,SW60C80_00484,1,566,6,6,1,0
485,SW60C80_00485,1,568,6,6,1,0
486,SW60C80_00486,1,570,4,4,0,1
487,SW60C80_00487,1,571,3,3,1,0
488,SW60C80_00488,1,572,28,28,0,1
489,SW60C80_00489,1,573,10,10,1,0
490,SW60C80_00490,1,574,11,11,0,1
491,SW60C80_00491,1,575,2,2,0,1
492,SW60C80_00492,1,576,13,13,1,0
493,SW60C80_00493,1,577,10,10,0,1
494,SW60C80_00494,1,578,14,14,1,0
495,SW60C80_00495,1,579,13,13,1,0
496,SW60C80_00496,1,582,4,4,0,1
497,SW60C80_00497,1,583,14,14,0,1
498,SW60C80_00498,2,584,9,11,0,2
499,SW60C80_00499,1,586,8,8,0,1
500,SW60C80_00500,1,587,7,7,1,0
501,SW60C80_00501,1,588,11,11,1,0
502,SW60C80_00502,1,589,5,5,0,1
503,SW60C80_00503,1,590,16,16,0,1
504,SW60C80_00504,1,592,4,4,0,1
505,SW60C80_00505,1,593,6,6,1,0
506,SW60C80_00506,1,595,18,18,0,1
507,SW60C80_00507,1,596,15,15,1,0
508,SW60C80_00508,1,597,12,12,0,1
509,SW60C80_00509,1,599,2,2,1,0
510,SW60C80_00510,1,600,7,7,1,0
511,SW60C80_00511,3,601,3,3,1,2
512,SW60C80_00512,2,602,3,3,2,0
513,SW60C80_00513,1,603,8,8,1,0
514,SW60C80_00514,1,604,12,12,0,1
515,SW60C80_00515,1,605,12,12,0,1
516,SW60C80_00516,4,606,3,3,3,1
517,SW60C80_00517,2,607,5,5,0,2
518,SW60C80_00518,2,608,6,6,2,0
519,SW60C80_00519,1,609,5,5,1,0
520,SW60C80_00520,1,610,17,17,1,0
521,SW60C80_00521,1,613,14,14,1,0
522,SW60C80_00522,1,615,3,3,1,0
523,SW60C80_00523,1,616,10,10,1,0
524,SW60C80_00524,1,618,13,13,1,0
525,SW60C80_00525,2,619,4,5,2,0
526,SW60C80_00526,1,620,9,9,0,1
527,SW60C80_00527,1,621,10,10,0,1
528,SW60C80_00528,1,623,10,10,1,0
529,SW60C80_00529,1,626,9,9,1,0
530,SW60C80_00530,5,628,3,3,0,5
531,SW60C80_00531,1,629,4,4,1,0
532,SW60C80_00532,1,630,6,6,1,0
533,SW60C80_00533,1,631,11,11,1,0
534,SW60C80_00534,1,632,5,5,1,0
535,SW60C80_00535,1,633,12,12,1,0
536,SW60C80_00536,1,634,17,17,1,0
537,SW60C80_00537,1,637,4,4,0,1
538,SW60C80_00538,1,639,13,13,1,0
539,SW60C80_00539,1,641,11,11,1,0
540,SW60C80_00540,1,644,6,6,1,0
541,SW60C80_00541,1,647,2,2,1,0
542,SW60C80_00542,1,648,4,4,0,1
543,SW60C80_00543,1,649,6,6,1,0
544,SW60C80_00544,1,650,11,11,1,0
545,SW60C80_00545,1,651,9,9,1,0
546,SW60C80_00546,1,652,11,11,1,0
547,SW60C80_00547,1,653,7,7,1,0
548,SW60C80_00548,1,654,2,2,0,1
549,SW60C80_00549,1,655,4,4,0,1
550,SW60C80_00550,2,656,5,5,1,1
551,SW60C80_00551,1,657,10,10,1,0
552,SW60C80_00552,1,658,15,15,1,0
553,SW60C80_00553,1,659,11,11,0,1
554,SW60C80_00554,1,660,28,28,0,1
555,SW60C80_00555,2,662,4,5,0,2
556,SW60C80_00556,1,663,11,11,1,0
557,SW60C80_00557,1,665,7,7,1,0
558,SW60C80_00558,1,666,5,5,1,0
559,SW60C80_00559,1,667,7,7,1,0
560,SW60C80_00560,1,668,4,4,0,1
561,SW60C80_00561,2,669,8,10,0,2
562,SW60C80_00562,1,671,14,14,1,0
563,SW60C80_00563,1,672,7,7,1,0
564,SW60C80_00564,2,673,3,3,2,0
565,SW60C80_00565,1,674,19,19,1,0
566,SW60C80_00566,1,675,10,10,1,0
567,SW60C80_00567,1,677,6,6,1,0
568,SW60C80_00568,1,678,9,9,1,0
569,SW60C80_00569,2,680,5,5,0,2
570,SW60C80_00570,1,684,9,9,1,0
571,SW60C80_00571,1,686,24,24,0,1
572,SW60C80_00572,1,687,10,10,1,0
573,SW60C80_00573,1,688,4,4,0,1
574,SW60C80_00574,7,689,6,7,0,7
575,SW60C80_00575,1,691,9,9,0,1
576,SW60C80_00576,1,692,16,16,1,0
577,SW60C80_00577,2,693,7,8,0,2
578,SW60C80_00578,1,694,9,9,0,1
579,SW60C80_00579,1,697,2,2,0,1
580,SW60C80_00580,1,699,20,20,1,0
581,SW60C80_00581,1,700,3,3,0,1
582,SW60C80_00582,1,701,8,8,0,1
583,SW60C80_00583,4,702,3,3,4,0
584,SW60C80_00584,1,703,10,10,1,0
585,SW60C80_00585,1,705,5,5,1,0
586,SW60C80_00586,1,706,11,11,1,0
587,SW60C80_00587,1,707,2,2,0,1
588,SW60C80_00588,1,708,11,11,0,1
589,SW60C80_00589,1,710,7,7,0,1
590,SW60C80_00590,1,711,5,5,1,0
591,SW60C80_00591,1,712,10,10,1,0
592,SW60C80_00592,1,713,6,6,0,1
593,SW60C80_00593,1,714,7,7,0,1
594,SW60C80_00594,2,715,3,3,1,1
595,SW60C80_00595,1,716,20,20,1,0
596,SW60C80_00596,1,717,4,4,0,1
597,SW60C80_00597,3,719,3,3,0,3
598,SW60C80_00598,1,720,10,10,0,1
599,SW60C80_00599,1,721,7,7,0,1
600,SW60C80_00600,1,722,11,11,1,0
601,SW60C80_00601,1,723,6,6,0,1
602,SW60C80_00602,1,724,9,9,0,1
603,SW60C80_00603,1,725,4,4,0,1
604,SW60C80_00604,1,726,6,6,0,1
