group_index,group_id,size,first_index,minimum_length,maximum_length,negative_n,positive_n
104,SW60C80_00104,1,111,13,13,1,0
105,SW60C80_00105,1,112,3,3,0,1
106,SW60C80_00106,1,113,10,10,0,1
107,SW60C80_00107,1,114,13,13,0,1
108,SW60C80_00108,1,115,11,11,1,0
109,SW60C80_00109,1,116,8,8,1,0
110,SW60C80_00110,2,117,4,5,0,2
111,SW60C80_00111,6,118,3,3,2,4
112,SW60C80_00112,4,119,5,6,3,1
113,SW60C80_00113,1,120,14,14,0,1
114,SW60C80_00114,1,121,10,10,0,1
115,SW60C80_00115,1,122,16,16,1,0
116,SW60C80_00116,1,123,12,12,1,0
117,SW60C80_00117,1,124,3,3,1,0
118,SW60C80_00118,2,126,4,5,2,0
119,SW60C80_00119,1,127,8,8,1,0
120,SW60C80_00120,1,128,13,13,0,1
121,SW60C80_00121,1,129,6,6,1,0
122,SW60C80_00122,1,130,10,10,1,0
123,SW60C80_00123,1,131,5,5,1,0
124,SW60C80_00124,2,132,7,7,0,2
125,SW60C80_00125,1,133,7,7,1,0
126,SW60C80_00126,1,134,5,5,0,1
127,SW60C80_00127,1,135,3,3,0,1
128,SW60C80_00128,1,136,6,6,0,1
129,SW60C80_00129,1,137,6,6,0,1
130,SW60C80_00130,1,138,11,11,1,0
131,SW60C80_00131,1,139,1,1,0,1
132,SW60C80_00132,1,140,8,8,1,0
133,SW60C80_00133,1,141,8,8,1,0
134,SW60C80_00134,1,142,17,17,1,0
135,SW60C80_00135,3,143,3,3,3,0
136,SW60C80_00136,1,144,6,6,1,0
137,SW60C80_00137,5,145,3,3,4,1
138,SW60C80_00138,1,146,8,8,0,1
139,SW60C80_00139,1,147,3,3,0,1
140,SW60C80_00140,1,148,2,2,1,0
141,SW60C80_00141,1,149,23,23,0,1
142,SW60C80_00142,3,150,4,5,0,3
143,SW60C80_00143,1,151,14,14,1,0
144,SW60C80_00144,1,152,11,11,1,0
145,SW60C80_00145,1,153,3,3,1,0
146,SW60C80_00146,1,154,10,10,1,0
147,SW60C80_00147,1,155,8,8,1,0
148,SW60C80_00148,1,156,4,4,0,1
149,SW60C80_00149,2,158,3,3,1,1
150,SW60C80_00150,3,159,4,6,3,0
151,SW60C80_00151,1,160,8,8,0,1
152,SW60C80_00152,1,161,6,6,0,1
153,SW60C80_00153,6,162,3,3,0,6
154,SW60C80_00154,1,163,14,14,1,0
155,SW60C80_00155,1,164,12,12,0,1
156,SW60C80_00156,1,165,13,13,0,1
157,SW60C80_00157,1,166,14,14,1,0
158,SW60C80_00158,1,168,2,2,0,1
159,SW60C80_00159,7,169,3,3,0,7
160,SW60C80_00160,1,170,9,9,1,0
161,SW60C80_00161,1,171,31,31,0,1
162,SW60C80_00162,4,172,3,3,3,1
163,SW60C80_00163,7,173,3,3,3,4
164,SW60C80_00164,2,174,3,3,2,0
165,SW60C80_00165,1,175,3,3,0,1
166,SW60C80_00166,3,176,3,3,2,1
167,SW60C80_00167,1,177,12,12,1,0
168,SW60C80_00168,1,178,16,16,0,1
169,SW60C80_00169,1,179,5,5,1,0
170,SW60C80_00170,1,180,7,7,1,0
171,SW60C80_00171,1,181,4,4,1,0
172,SW60C80_00172,1,182,8,8,1,0
173,SW60C80_00173,2,183,3,3,1,1
174,SW60C80_00174,1,184,12,12,1,0
175,SW60C80_00175,1,185,5,5,0,1
176,SW60C80_00176,1,186,4,4,0,1
177,SW60C80_00177,1,187,7,7,0,1
178,SW60C80_00178,1,188,16,16,1,0
179,SW60C80_00179,1,189,5,5,0,1
180,SW60C80_00180,1,190,5,5,1,0
181,SW60C80_00181,1,191,17,17,1,0
182,SW60C80_00182,1,192,5,5,1,0
183,SW60C80_00183,3,193,3,3,2,1
184,SW60C80_00184,1,194,3,3,0,1
185,SW60C80_00185,1,195,16,16,0,1
186,SW60C80_00186,1,196,15,15,0,1
187,SW60C80_00187,1,198,3,3,1,0
188,SW60C80_00188,1,199,10,10,0,1
189,SW60C80_00189,1,200,9,9,0,1
190,SW60C80_00190,1,201,13,13,1,0
191,SW60C80_00191,1,202,10,10,0,1
192,SW60C80_00192,1,203,8,8,1,0
193,SW60C80_00193,1,204,2,2,1,0
194,SW60C80_00194,1,205,10,10,1,0
195,SW60C80_00195,1,206,11,11,0,1
196,SW60C80_00196,1,208,13,13,0,1
197,SW60C80_00197,2,209,6,6,0,2
198,SW60C80_00198,1,210,15,15,1,0
199,SW60C80_00199,1,211,2,2,0,1
200,SW60C80_00200,2,212,31,31,0,2
201,SW60C80_00201,4,213,4,7,0,4
202,SW60C80_00202,1,214,3,3,0,1
203,SW60C80_00203,1,215,5,5,1,0
204,SW60C80_00204,1,216,8,8,1,0
205,SW60C80_00205,1,217,4,4,0,1
206,SW60C80_00206,1,219,6,6,1,0
207,SW60C80_00207,1,220,15,15,0,1
208,SW60C80_00208,1,221,11,11,0,1
209,SW60C80_00209,7,222,3,5,5,2
210,SW60C80_00210,1,223,11,11,1,0
211,SW60C80_00211,3,224,3,3,2,1
212,SW60C80_00212,2,225,5,6,0,2
213,SW60C80_00213,8,226,3,3,7,1
214,SW60C80_00214,1,227,12,12,0,1
215,SW60C80_00215,1,228,12,12,0,1
216,SW60C80_00216,1,229,3,3,0,1
217,SW60C80_00217,1,230,18,18,1,0
218,SW60C80_00218,1,232,14,14,1,0
219,SW60C80_00219,1,233,20,20,1,0
220,SW60C80_00220,3,234,3,3,2,1
221,SW60C80_00221,1,235,3,3,0,1
222,SW60C80_00222,1,236,2,2,1,0
223,SW60C80_00223,1,237,14,14,1,0
224,SW60C80_00224,2,239,3,3,2,0
225,SW60C80_00225,1,240,12,12,0,1
226,SW60C80_00226,1,241,11,11,0,1
227,SW60C80_00227,1,242,5,5,1,0
228,SW60C80_00228,1,243,6,6,1,0
229,SW60C80_00229,1,244,6,6,1,0
230,SW60C80_00230,1,245,11,11,1,0
231,SW60C80_00231,1,246,7,7,1,0
232,SW60C80_00232,1,247,9,9,0,1
233,SW60C80_00233,1,249,9,9,0,1
234,SW60C80_00234,6,250,3,3,4,2
235,SW60C80_00235,1,251,15,15,0,1
236,SW60C80_00236,1,252,7,7,1,0
237,SW60C80_00237,2,253,3,3,2,0
238,SW60C80_00238,1,254,12,12,0,1
239,SW60C80_00239,1,255,10,10,0,1
240,SW60C80_00240,1,256,6,6,0,1
241,SW60C80_00241,1,257,15,15,0,1
242,SW60C80_00242,1,258,10,10,1,0
243,SW60C80_00243,1,260,16,16,1,0
244,SW60C80_00244,1,261,27,27,0,1
245,SW60C80_00245,1,262,12,12,0,1
246,SW60C80_00246,1,263,7,7,0,1
247,SW60C80_00247,1,264,20,20,1,0
248,SW60C80_00248,2,265,3,3,2,0
249,SW60C80_00249,1,266,5,5,0,1
250,SW60C80_00250,1,267,12,12,0,1
251,SW60C80_00251,2,268,3,3,1,1
252,SW60C80_00252,1,269,4,4,1,0
253,SW60C80_00253,1,270,5,5,1,0
254,SW60C80_00254,3,271,3,3,2,1
255,SW60C80_00255,1,272,6,6,0,1
256,SW60C80_00256,1,273,7,7,1,0
257,SW60C80_00257,1,274,13,13,1,0
258,SW60C80_00258,2,275,3,3,0,2
259,SW60C80_00259,1,276,8,8,1,0
260,SW60C80_00260,1,277,7,7,0,1
261,SW60C80_00261,1,278,8,8,1,0
262,SW60C80_00262,1,279,12,12,1,0
263,SW60C80_00263,1,280,4,4,0,1
264,SW60C80_00264,1,281,16,16,1,0
265,SW60C80_00265,1,282,7,7,0,1
266,SW60C80_00266,2,283,3,3,0,2
267,SW60C80_00267,1,284,11,11,1,0
268,SW60C80_00268,1,285,2,2,1,0
269,SW60C80_00269,1,286,19,19,0,1
270,SW60C80_00270,1,287,7,7,1,0
271,SW60C80_00271,1,288,5,5,1,0
272,SW60C80_00272,1,289,16,16,1,0
273,SW60C80_00273,1,290,7,7,1,0
274,SW60C80_00274,1,291,7,7,0,1
275,SW60C80_00275,1,292,18,18,0,1
276,SW60C80_00276,1,293,11,11,0,1
277,SW60C80_00277,2,294,11,11,2,0
278,SW60C80_00278,1,295,13,13,1,0
279,SW60C80_00279,1,296,2,2,1,0
280,SW60C80_00280,1,297,3,3,0,1
281,SW60C80_00281,2,300,11,11,0,2
282,SW60C80_00282,1,301,2,2,0,1
283,SW60C80_00283,1,302,4,4,1,0
284,SW60C80_00284,1,303,5,5,0,1
285,SW60C80_00285,1,304,4,4,0,1
286,SW60C80_00286,1,305,6,6,0,1
287,SW60C80_00287,1,306,18,18,1,0
288,SW60C80_00288,1,308,15,15,0,1
289,SW60C80_00289,1,309,17,17,0,1
290,SW60C80_00290,1,310,13,13,0,1
291,SW60C80_00291,1,311,16,16,0,1
292,SW60C80_00292,1,312,7,7,0,1
293,SW60C80_00293,1,313,7,7,1,0
294,SW60C80_00294,1,314,12,12,1,0
295,SW60C80_00295,1,315,6,6,1,0
296,SW60C80_00296,1,316,4,4,0,1
297,SW60C80_00297,2,317,6,6,2,0
298,SW60C80_00298,1,318,3,3,0,1
299,SW60C80_00299,5,319,4,6,0,5
300,SW60C80_00300,1,320,4,4,0,1
301,SW60C80_00301,1,321,3,3,1,0
302,SW60C80_00302,4,322,3,3,4,0
303,SW60C80_00303,1,323,13,13,1,0
304,SW60C80_00304,1,324,4,4,1,0
305,SW60C80_00305,1,325,4,4,1,0
306,SW60C80_00306,1,326,4,4,0,1
307,SW60C80_00307,1,327,4,4,0,1
308,SW60C80_00308,1,328,12,12,0,1
309,SW60C80_00309,1,329,4,4,1,0
310,SW60C80_00310,2,330,5,5,2,0
311,SW60C80_00311,1,331,12,12,1,0
312,SW60C80_00312,1,332,23,23,0,1
313,SW60C80_00313,1,333,6,6,0,1
314,SW60C80_00314,1,334,7,7,0,1
315,SW60C80_00315,1,335,9,9,1,0
316,SW60C80_00316,1,336,14,14,1,0
317,SW60C80_00317,6,338,3,3,0,6
318,SW60C80_00318,1,340,6,6,1,0
319,SW60C80_00319,2,341,6,6,1,1
320,SW60C80_00320,1,342,11,11,0,1
321,SW60C80_00321,1,343,15,15,0,1
322,SW60C80_00322,1,346,2,2,1,0
323,SW60C80_00323,1,347,8,8,0,1
324,SW60C80_00324,1,348,11,11,0,1
325,SW60C80_00325,1,349,6,6,0,1
326,SW60C80_00326,1,350,4,4,0,1
327,SW60C80_00327,2,351,4,4,0,2
328,SW60C80_00328,1,352,9,9,0,1
329,SW60C80_00329,1,353,11,11,1,0
330,SW60C80_00330,1,354,15,15,0,1
331,SW60C80_00331,1,355,4,4,1,0
332,SW60C80_00332,1,356,7,7,1,0
333,SW60C80_00333,1,357,2,2,0,1
334,SW60C80_00334,1,358,7,7,1,0
335,SW60C80_00335,1,359,16,16,0,1
336,SW60C80_00336,1,360,17,17,1,0
337,SW60C80_00337,1,362,12,12,0,1
338,SW60C80_00338,1,364,6,6,1,0
339,SW60C80_00339,1,365,3,3,0,1
340,SW60C80_00340,1,366,7,7,1,0
341,SW60C80_00341,1,368,3,3,0,1
342,SW60C80_00342,1,369,14,14,0,1
343,SW60C80_00343,1,370,11,11,0,1
344,SW60C80_00344,1,371,15,15,0,1
345,SW60C80_00345,1,372,18,18,0,1
346,SW60C80_00346,1,373,3,3,1,0
347,SW60C80_00347,2,374,7,8,0,2
348,SW60C80_00348,1,375,6,6,1,0
349,SW60C80_00349,2,376,4,5,2,0
350,SW60C80_00350,1,377,9,9,0,1
351,SW60C80_00351,1,378,7,7,1,0
352,SW60C80_00352,5,379,13,16,0,5
353,SW60C80_00353,1,380,6,6,1,0
354,SW60C80_00354,1,381,11,11,0,1
355,SW60C80_00355,2,382,3,3,2,0
356,SW60C80_00356,1,383,2,2,1,0
357,SW60C80_00357,1,384,6,6,1,0
358,SW60C80_00358,1,386,6,6,1,0
359,SW60C80_00359,1,387,5,5,1,0
360,SW60C80_00360,1,388,14,14,0,1
361,SW60C80_00361,1,389,13,13,0,1
362,SW60C80_00362,1,390,7,7,0,1
363,SW60C80_00363,1,392,16,16,1,0
364,SW60C80_00364,1,394,9,9,1,0
365,SW60C80_00365,1,395,12,12,1,0
366,SW60C80_00366,1,396,16,16,0,1
367,SW60C80_00367,1,397,5,5,1,0
368,SW60C80_00368,1,398,4,4,0,1
369,SW60C80_00369,1,399,3,3,0,1
370,SW60C80_00370,4,400,3,3,1,3
371,SW60C80_00371,2,401,20,20,0,2
372,SW60C80_00372,2,402,3,3,1,1
373,SW60C80_00373,1,403,2,2,1,0
374,SW60C80_00374,1,404,6,6,1,0
375,SW60C80_00375,1,405,2,2,1,0
376,SW60C80_00376,1,406,12,12,1,0
377,SW60C80_00377,1,407,13,13,1,0
378,SW60C80_00378,1,408,13,13,0,1
379,SW60C80_00379,1,409,13,13,1,0
380,SW60C80_00380,1,410,4,4,0,1
381,SW60C80_00381,1,411,5,5,1,0
382,SW60C80_00382,1,412,4,4,1,0
383,SW60C80_00383,1,413,9,9,1,0
384,SW60C80_00384,1,414,7,7,1,0
385,SW60C80_00385,1,415,12,12,1,0
386,SW60C80_00386,1,416,12,12,0,1
387,SW60C80_00387,1,417,12,12,1,0
388,SW60C80_00388,1,418,4,4,1,0
389,SW60C80_00389,1,419,17,17,1,0
390,SW60C80_00390,1,421,3,3,0,1
391,SW60C80_00391,1,422,14,14,1,0
392,SW60C80_00392,1,423,8,8,0,1
393,SW60C80_00393,1,424,11,11,0,1
394,SW60C80_00394,1,425,3,3,0,1
395,SW60C80_00395,1,426,4,4,0,1
396,SW60C80_00396,1,427,7,7,1,0
397,SW60C80_00397,1,428,8,8,1,0
398,SW60C80_00398,1,429,49,49,0,1
399,SW60C80_00399,1,430,6,6,0,1
400,SW60C80_00400,1,431,7,7,0,1
401,SW60C80_00401,1,432,12,12,0,1
402,SW60C80_00402,1,433,14,14,1,0
403,SW60C80_00403,1,435,2,2,0,1
404,SW60C80_00404,1,436,4,4,1,0
405,SW60C80_00405,1,437,13,13,0,1
406,SW60C80_00406,1,439,14,14,1,0
407,SW60C80_00407,1,440,4,4,1,0
408,SW60C80_00408,1,441,4,4,1,0
409,SW60C80_00409,1,442,4,4,1,0
410,SW60C80_00410,1,443,10,10,1,0
411,SW60C80_00411,2,444,4,5,1,1
412,SW60C80_00412,2,445,4,4,2,0
413,SW60C80_00413,1,446,7,7,0,1
414,SW60C80_00414,2,447,7,7,0,2
415,SW60C80_00415,1,448,3,3,0,1
416,SW60C80_00416,2,449,3,3,2,0
417,SW60C80_00417,1,451,11,11,0,1
418,SW60C80_00418,1,452,5,5,0,1
419,SW60C80_00419,1,453,15,15,1,0
420,SW60C80_00420,1,454,4,4,0,1
421,SW60C80_00421,1,455,8,8,1,0
422,SW60C80_00422,1,456,12,12,0,1
423,SW60C80_00423,1,457,34,34,0,1
424,SW60C80_00424,1,458,7,7,1,0
425,SW60C80_00425,1,459,11,11,0,1
426,SW60C80_00426,1,460,10,10,1,0
427,SW60C80_00427,2,461,3,3,2,0
428,SW60C80_00428,1,462,12,12,1,0
429,SW60C80_00429,1,463,6,6,1,0
430,SW60C80_00430,1,464,6,6,1,0
431,SW60C80_00431,1,465,3,3,1,0
432,SW60C80_00432,1,466,28,28,0,1
433,SW60C80_00433,1,467,10,10,1,0
434,SW60C80_00434,1,468,11,11,0,1
435,SW60C80_00435,1,469,2,2,0,1
436,SW60C80_00436,1,470,13,13,1,0
437,SW60C80_00437,1,471,10,10,0,1
438,SW60C80_00438,1,472,14,14,1,0
439,SW60C80_00439,1,473,13,13,1,0
440,SW60C80_00440,1,476,4,4,0,1
441,SW60C80_00441,1,477,14,14,0,1
442,SW60C80_00442,2,478,9,11,0,2
443,SW60C80_00443,1,480,8,8,0,1
444,SW60C80_00444,1,481,7,7,1,0
445,SW60C80_00445,1,482,11,11,1,0
446,SW60C80_00446,1,483,5,5,0,1
447,SW60C80_00447,1,484,16,16,0,1
448,SW60C80_00448,1,485,4,4,0,1
449,SW60C80_00449,1,486,6,6,1,0
450,SW60C80_00450,5,487,4,5,0,5
451,SW60C80_00451,1,488,18,18,0,1
452,SW60C80_00452,1,489,15,15,1,0
453,SW60C80_00453,1,490,12,12,0,1
454,SW60C80_00454,1,491,3,3,1,0
455,SW60C80_00455,1,492,2,2,1,0
456,SW60C80_00456,1,493,7,7,1,0
457,SW60C80_00457,1,494,8,8,1,0
458,SW60C80_00458,1,495,12,12,0,1
459,SW60C80_00459,1,496,12,12,0,1
460,SW60C80_00460,4,497,3,3,3,1
461,SW60C80_00461,2,498,5,5,0,2
462,SW60C80_00462,2,499,6,6,2,0
463,SW60C80_00463,1,500,5,5,1,0
464,SW60C80_00464,1,501,17,17,1,0
465,SW60C80_00465,1,504,14,14,1,0
466,SW60C80_00466,1,506,10,10,1,0
467,SW60C80_00467,1,507,13,13,1,0
468,SW60C80_00468,2,508,4,5,2,0
469,SW60C80_00469,1,509,9,9,0,1
470,SW60C80_00470,1,510,10,10,0,1
471,SW60C80_00471,1,511,10,10,1,0
472,SW60C80_00472,1,513,3,3,1,0
473,SW60C80_00473,1,514,9,9,1,0
474,SW60C80_00474,1,515,4,4,1,0
475,SW60C80_00475,1,516,6,6,1,0
476,SW60C80_00476,1,517,11,11,1,0
477,SW60C80_00477,1,518,5,5,1,0
478,SW60C80_00478,1,519,12,12,1,0
479,SW60C80_00479,1,520,17,17,1,0
480,SW60C80_00480,1,522,4,4,0,1
481,SW60C80_00481,2,523,5,5,2,0
482,SW60C80_00482,1,524,13,13,1,0
483,SW60C80_00483,2,525,3,3,2,0
484,SW60C80_00484,1,526,11,11,1,0
485,SW60C80_00485,2,529,5,6,2,0
486,SW60C80_00486,1,530,2,2,1,0
487,SW60C80_00487,1,531,4,4,0,1
488,SW60C80_00488,1,532,6,6,1,0
489,SW60C80_00489,1,533,11,11,1,0
490,SW60C80_00490,1,534,9,9,1,0
491,SW60C80_00491,1,535,11,11,1,0
492,SW60C80_00492,1,536,7,7,1,0
493,SW60C80_00493,1,537,2,2,0,1
494,SW60C80_00494,1,538,4,4,0,1
495,SW60C80_00495,1,539,5,5,1,0
496,SW60C80_00496,1,540,10,10,1,0
497,SW60C80_00497,1,541,15,15,1,0
498,SW60C80_00498,1,542,11,11,0,1
499,SW60C80_00499,1,543,28,28,0,1
500,SW60C80_00500,1,545,5,5,0,1
501,SW60C80_00501,1,546,11,11,1,0
502,SW60C80_00502,1,548,7,7,1,0
503,SW60C80_00503,1,549,5,5,1,0
504,SW60C80_00504,1,550,7,7,1,0
505,SW60C80_00505,1,551,4,4,0,1
506,SW60C80_00506,2,552,8,10,0,2
507,SW60C80_00507,1,553,14,14,1,0
508,SW60C80_00508,1,554,7,7,1,0
509,SW60C80_00509,1,555,19,19,1,0
510,SW60C80_00510,1,556,10,10,1,0
511,SW60C80_00511,1,558,6,6,1,0
512,SW60C80_00512,1,559,9,9,1,0
513,SW60C80_00513,2,560,5,5,0,2
514,SW60C80_00514,1,564,9,9,1,0
515,SW60C80_00515,1,565,24,24,0,1
516,SW60C80_00516,1,566,10,10,1,0
517,SW60C80_00517,1,567,4,4,0,1
518,SW60C80_00518,7,568,6,7,0,7
519,SW60C80_00519,1,570,9,9,0,1
520,SW60C80_00520,1,571,16,16,1,0
521,SW60C80_00521,1,572,9,9,0,1
522,SW60C80_00522,1,574,2,2,0,1
523,SW60C80_00523,1,575,20,20,1,0
524,SW60C80_00524,1,576,3,3,0,1
525,SW60C80_00525,1,577,8,8,0,1
526,SW60C80_00526,2,578,3,3,2,0
527,SW60C80_00527,1,579,10,10,1,0
528,SW60C80_00528,1,580,5,5,1,0
529,SW60C80_00529,1,581,11,11,1,0
530,SW60C80_00530,1,582,2,2,0,1
531,SW60C80_00531,1,583,11,11,0,1
532,SW60C80_00532,1,584,7,7,0,1
533,SW60C80_00533,1,585,10,10,1,0
534,SW60C80_00534,1,586,6,6,0,1
535,SW60C80_00535,1,587,7,7,0,1
536,SW60C80_00536,2,588,3,3,1,1
537,SW60C80_00537,1,589,20,20,1,0
538,SW60C80_00538,1,590,4,4,0,1
539,SW60C80_00539,1,592,10,10,0,1
540,SW60C80_00540,1,593,7,7,0,1
541,SW60C80_00541,1,594,11,11,1,0
542,SW60C80_00542,1,595,6,6,0,1
543,SW60C80_00543,1,596,9,9,0,1
544,SW60C80_00544,1,597,4,4,0,1
545,SW60C80_00545,1,598,6,6,0,1
546,SW60C80_00546,1,599,7,7,1,0
547,SW60C80_00547,1,600,4,4,0,1
548,SW60C80_00548,1,602,11,11,1,0
549,SW60C80_00549,1,603,9,9,0,1
550,SW60C80_00550,1,604,6,6,0,1
551,SW60C80_00551,1,606,5,5,1,0
552,SW60C80_00552,2,607,5,6,2,0
553,SW60C80_00553,2,608,3,3,0,2
554,SW60C80_00554,1,609,4,4,1,0
555,SW60C80_00555,1,610,10,10,0,1
556,SW60C80_00556,1,611,14,14,0,1
557,SW60C80_00557,1,612,12,12,1,0
558,SW60C80_00558,1,614,5,5,1,0
559,SW60C80_00559,1,615,7,7,0,1
560,SW60C80_00560,2,616,3,3,2,0
561,SW60C80_00561,1,617,8,8,1,0
562,SW60C80_00562,1,618,5,5,0,1
563,SW60C80_00563,1,620,18,18,1,0
564,SW60C80_00564,1,621,11,11,1,0
565,SW60C80_00565,1,623,6,6,0,1
566,SW60C80_00566,1,625,13,13,0,1
567,SW60C80_00567,1,627,7,7,0,1
568,SW60C80_00568,1,628,21,21,0,1
569,SW60C80_00569,1,629,6,6,0,1
570,SW60C80_00570,1,630,15,15,0,1
571,SW60C80_00571,1,631,6,6,0,1
572,SW60C80_00572,1,633,2,2,0,1
573,SW60C80_00573,1,637,4,4,0,1
574,SW60C80_00574,1,638,9,9,0,1
575,SW60C80_00575,1,639,12,12,1,0
576,SW60C80_00576,1,640,13,13,0,1
577,SW60C80_00577,1,641,8,8,1,0
578,SW60C80_00578,1,642,15,15,0,1
579,SW60C80_00579,1,643,17,17,0,1
580,SW60C80_00580,1,644,3,3,1,0
581,SW60C80_00581,1,646,8,8,0,1
582,SW60C80_00582,1,647,15,15,0,1
583,SW60C80_00583,1,648,11,11,1,0
584,SW60C80_00584,1,649,8,8,1,0
585,SW60C80_00585,1,650,13,13,1,0
586,SW60C80_00586,1,651,14,14,1,0
587,SW60C80_00587,1,652,10,10,0,1
588,SW60C80_00588,1,653,4,4,1,0
589,SW60C80_00589,1,654,20,20,0,1
590,SW60C80_00590,1,655,10,10,1,0
591,SW60C80_00591,1,656,6,6,1,0
592,SW60C80_00592,1,658,12,12,1,0
593,SW60C80_00593,1,659,8,8,1,0
594,SW60C80_00594,1,660,5,5,0,1
595,SW60C80_00595,1,661,14,14,0,1
596,SW60C80_00596,2,664,9,10,0,2
597,SW60C80_00597,1,665,2,2,1,0
598,SW60C80_00598,1,666,5,5,0,1
599,SW60C80_00599,1,668,19,19,1,0
600,SW60C80_00600,1,669,17,17,0,1
601,SW60C80_00601,1,670,3,3,1,0
602,SW60C80_00602,1,672,13,13,1,0
603,SW60C80_00603,1,673,12,12,0,1
604,SW60C80_00604,1,674,5,5,1,0
