left_index,right_index,left_id,right_id,identity,coverage,score,matches,alignment_columns
93,210,pos_102,pos_231,0.6666666666666666,1.0,10,2,3
91,213,pos_100,pos_235,0.6666666666666666,1.0,5,2,3
17,220,pos_17,pos_242,0.6666666666666666,1.0,12,2,3
190,220,pos_208,pos_242,0.6666666666666666,1.0,9,2,3
16,222,pos_16,pos_244,0.75,1.0,18,3,4
78,223,pos_87,pos_245,1.0,0.8,28,4,4
199,236,pos_220,pos_258,0.6,1.0,17,3,5
44,241,pos_49,pos_263,1.0,0.9,57,9,9
55,246,pos_61,pos_269,0.8,1.0,26,4,5
58,248,pos_65,pos_271,0.6666666666666666,1.0,8,2,3
35,253,pos_37,pos_276,0.8,1.0,35,8,10
70,255,pos_77,pos_279,0.6666666666666666,1.0,18,2,3
193,256,pos_211,pos_280,0.6,1.0,20,3,5
65,261,pos_72,pos_286,0.75,1.0,18,3,4
13,263,pos_13,pos_288,0.6666666666666666,1.0,16,2,3
75,269,pos_83,pos_294,0.6666666666666666,1.0,15,2,3
173,273,pos_189,pos_298,0.6666666666666666,1.0,7,2,3
176,273,pos_192,pos_298,0.6666666666666666,1.0,13,2,3
126,279,pos_138,pos_304,0.75,0.8,15,3,4
143,281,pos_157,pos_307,0.8571428571428571,1.0,33,6,7
272,283,pos_297,pos_309,0.6,0.8333333333333334,17,3,5
40,291,pos_44,pos_317,1.0,0.9333333333333333,72,14,14
234,293,pos_256,pos_319,0.6666666666666666,1.0,17,2,3
58,305,pos_65,pos_332,0.6666666666666666,1.0,15,2,3
81,315,pos_90,pos_344,0.6666666666666666,1.0,15,2,3
58,318,pos_65,pos_347,0.6666666666666666,1.0,17,2,3
305,318,pos_332,pos_347,0.6666666666666666,1.0,15,2,3
228,321,pos_250,pos_350,0.6666666666666666,1.0,15,2,3
245,327,pos_267,pos_358,0.6666666666666666,0.8181818181818182,32,6,9
49,329,pos_55,pos_360,0.6666666666666666,1.0,13,2,3
63,329,pos_70,pos_360,0.6666666666666666,1.0,16,2,3
93,329,pos_102,pos_360,0.6666666666666666,1.0,12,2,3
210,329,pos_231,pos_360,0.6666666666666666,1.0,11,2,3
143,334,pos_157,pos_365,0.8333333333333334,0.8571428571428571,28,5,6
281,334,pos_307,pos_365,1.0,0.8571428571428571,31,6,6
123,337,pos_134,pos_368,0.6666666666666666,1.0,10,2,3
267,337,pos_292,pos_368,0.6666666666666666,1.0,19,2,3
3,340,pos_3,pos_371,0.6666666666666666,1.0,8,2,3
49,348,pos_55,pos_379,0.6666666666666666,1.0,12,2,3
63,348,pos_70,pos_379,0.6666666666666666,1.0,12,2,3
93,348,pos_102,pos_379,0.6666666666666666,1.0,11,2,3
210,348,pos_231,pos_379,0.6666666666666666,1.0,11,2,3
329,348,pos_360,pos_379,0.6666666666666666,1.0,11,2,3
160,354,pos_174,pos_388,1.0,0.8,22,4,4
134,358,pos_148,pos_393,0.8888888888888888,0.8181818181818182,51,8,9
236,360,pos_258,pos_395,1.0,0.8333333333333334,35,5,5
292,360,pos_318,pos_395,0.6,0.8333333333333334,18,3,5
254,375,pos_278,pos_411,0.8571428571428571,1.0,29,6,7
142,377,pos_156,pos_413,0.6666666666666666,1.0,12,2,3
153,377,pos_167,pos_413,0.6666666666666666,1.0,17,2,3
50,382,pos_56,pos_418,0.6,0.8333333333333334,16,3,5
126,382,pos_138,pos_418,0.8,1.0,27,4,5
279,382,pos_304,pos_418,0.75,0.8,15,3,4
17,385,pos_17,pos_421,0.6666666666666666,1.0,8,2,3
190,385,pos_208,pos_421,0.6666666666666666,1.0,11,2,3
220,385,pos_242,pos_421,0.6666666666666666,1.0,8,2,3
92,386,pos_101,pos_423,1.0,0.8571428571428571,35,6,6
56,393,pos_62,pos_430,0.8,1.0,27,4,5
142,407,pos_156,pos_445,0.6666666666666666,1.0,14,2,3
153,407,pos_167,pos_445,0.6666666666666666,1.0,13,2,3
377,407,pos_413,pos_445,0.6666666666666666,1.0,15,2,3
289,420,pos_315,pos_458,0.75,0.8,20,3,4
81,426,pos_90,pos_465,0.6666666666666666,1.0,14,2,3
315,426,pos_344,pos_465,0.6666666666666666,1.0,16,2,3
101,432,pos_111,pos_474,1.0,0.8,19,4,4
227,432,pos_249,pos_474,0.6,0.8333333333333334,12,3,5
365,437,pos_401,pos_479,0.6666666666666666,1.0,19,2,3
365,438,pos_401,pos_480,0.6666666666666666,1.0,18,2,3
437,438,pos_479,pos_480,0.6666666666666666,1.0,17,2,3
29,443,pos_31,pos_486,0.6666666666666666,1.0,9,2,3
49,449,pos_55,pos_492,0.6666666666666666,1.0,12,2,3
63,449,pos_70,pos_492,0.6666666666666666,1.0,11,2,3
93,449,pos_102,pos_492,0.6666666666666666,1.0,11,2,3
210,449,pos_231,pos_492,0.6666666666666666,1.0,15,2,3
329,449,pos_360,pos_492,0.6666666666666666,1.0,11,2,3
348,449,pos_379,pos_492,0.6666666666666666,1.0,13,2,3
214,457,pos_236,pos_500,0.6,1.0,13,3,5
4,459,pos_4,pos_502,0.75,0.8,12,3,4
370,459,pos_406,pos_502,0.6,0.8333333333333334,15,3,5
13,466,pos_13,pos_511,0.6666666666666666,1.0,16,2,3
130,468,pos_143,pos_513,0.6666666666666666,1.0,11,2,3
73,470,pos_81,pos_515,0.6666666666666666,1.0,13,2,3
289,482,pos_315,pos_528,0.6,0.8,15,3,5
185,484,pos_203,pos_530,0.75,0.8,17,3,4
53,485,pos_59,pos_531,1.0,0.8333333333333334,31,5,5
78,485,pos_87,pos_531,1.0,0.8333333333333334,34,5,5
143,499,pos_157,pos_548,1.0,0.875,36,7,7
281,499,pos_307,pos_548,0.8571428571428571,0.875,33,6,7
334,499,pos_365,pos_548,0.8571428571428571,0.875,33,6,7
21,500,pos_22,pos_549,0.9230769230769231,0.8125,69,12,13
90,501,pos_99,pos_550,0.75,0.8,14,3,4
297,502,pos_323,pos_551,0.6,1.0,11,3,5
95,509,pos_105,pos_558,0.6666666666666666,1.0,8,2,3
398,512,pos_436,pos_561,0.6,0.8333333333333334,16,3,5
49,514,pos_55,pos_563,0.6666666666666666,1.0,13,2,3
63,514,pos_70,pos_563,0.6666666666666666,1.0,11,2,3
93,514,pos_102,pos_563,0.6666666666666666,1.0,11,2,3
210,514,pos_231,pos_563,0.6666666666666666,1.0,12,2,3
329,514,pos_360,pos_563,0.6666666666666666,1.0,11,2,3
348,514,pos_379,pos_563,0.6666666666666666,1.0,13,2,3
449,514,pos_492,pos_563,0.6666666666666666,1.0,12,2,3
130,523,pos_143,pos_573,0.6666666666666666,1.0,12,2,3
468,523,pos_513,pos_573,0.6666666666666666,1.0,11,2,3
21,531,pos_22,pos_581,1.0,0.8666666666666667,72,13,13
500,531,pos_549,pos_581,0.9333333333333333,0.9375,81,14,15
440,533,pos_483,pos_583,0.6363636363636364,0.8461538461538461,21,7,11
421,535,pos_459,pos_585,0.6666666666666666,1.0,16,2,3
412,540,pos_450,pos_590,0.6666666666666666,1.0,13,2,3
347,541,pos_378,pos_591,0.6666666666666666,1.0,15,2,3
510,541,pos_559,pos_591,0.6666666666666666,1.0,15,2,3
315,542,pos_344,pos_592,0.6666666666666666,1.0,7,2,3
167,543,pos_182,pos_593,1.0,0.8461538461538461,60,11,11
47,552,pos_53,pos_605,0.6,1.0,16,3,5
110,554,pos_121,pos_607,1.0,0.9,47,9,9
520,556,pos_569,pos_609,1.0,0.875,38,7,7
142,557,pos_156,pos_610,0.6666666666666666,1.0,14,2,3
153,557,pos_167,pos_610,0.6666666666666666,1.0,14,2,3
365,557,pos_401,pos_610,0.6666666666666666,1.0,18,2,3
377,557,pos_413,pos_610,0.6666666666666666,1.0,15,2,3
407,557,pos_445,pos_610,0.6666666666666666,1.0,13,2,3
462,557,pos_506,pos_610,0.6666666666666666,1.0,18,2,3
497,565,pos_546,pos_619,0.6666666666666666,1.0,10,2,3
412,566,pos_450,pos_620,0.6666666666666666,1.0,17,2,3
527,566,pos_577,pos_620,0.6666666666666666,1.0,9,2,3
44,568,pos_49,pos_622,1.0,0.8,51,8,8
241,568,pos_263,pos_622,1.0,0.8888888888888888,51,8,8
176,577,pos_192,pos_631,0.6666666666666666,1.0,14,2,3
273,577,pos_298,pos_631,0.6666666666666666,1.0,15,2,3
344,578,pos_375,pos_632,0.6,0.8333333333333334,20,3,5
484,578,pos_530,pos_632,0.6,0.8333333333333334,14,3,5
76,579,pos_85,pos_633,1.0,0.8,23,4,4
563,579,pos_617,pos_633,0.75,0.8,15,3,4
14,580,pos_14,pos_634,0.75,0.8,17,3,4
49,581,pos_55,pos_635,0.6666666666666666,1.0,13,2,3
9,585,pos_9,pos_639,0.7857142857142857,1.0,53,11,14
23,585,pos_24,pos_639,0.8571428571428571,1.0,63,12,14
83,585,pos_92,pos_639,0.7857142857142857,1.0,55,11,14
86,585,pos_95,pos_639,0.9285714285714286,1.0,67,13,14
4,587,pos_4,pos_641,0.6,1.0,16,3,5
282,587,pos_308,pos_641,0.6,1.0,13,3,5
4,590,pos_4,pos_644,0.75,0.8,12,3,4
303,590,pos_330,pos_644,0.75,0.8,12,3,4
459,590,pos_502,pos_644,0.75,0.8,10,3,4
466,592,pos_511,pos_646,0.6666666666666666,1.0,13,2,3
469,594,pos_514,pos_648,0.6666666666666666,1.0,10,2,3
558,598,pos_611,pos_652,0.7142857142857143,1.0,16,5,7
37,609,pos_40,pos_663,0.6666666666666666,1.0,16,2,3
123,609,pos_134,pos_663,0.6666666666666666,1.0,17,2,3
263,609,pos_288,pos_663,0.6666666666666666,1.0,17,2,3
321,610,pos_350,pos_664,0.6666666666666666,1.0,15,2,3
91,612,pos_100,pos_666,0.6666666666666666,1.0,10,2,3
21,613,pos_22,pos_667,1.0,0.9285714285714286,72,13,13
500,613,pos_549,pos_667,0.9285714285714286,0.875,74,13,14
531,613,pos_581,pos_667,1.0,0.9333333333333333,77,14,14
541,615,pos_591,pos_669,0.6666666666666666,1.0,14,2,3
97,619,pos_107,pos_673,0.6666666666666666,1.0,16,2,3
577,622,pos_631,pos_676,0.6666666666666666,1.0,14,2,3
201,625,pos_222,pos_679,0.6666666666666666,1.0,15,2,3
581,625,pos_635,pos_679,0.6666666666666666,1.0,16,2,3
70,626,pos_77,pos_680,0.6666666666666666,1.0,17,2,3
557,626,pos_610,pos_680,0.6666666666666666,1.0,17,2,3
433,633,pos_475,pos_687,1.0,0.8333333333333334,47,10,10
143,634,pos_157,pos_688,1.0,0.8571428571428571,31,6,6
281,634,pos_307,pos_688,0.8333333333333334,0.8571428571428571,28,5,6
334,634,pos_365,pos_688,0.8571428571428571,1.0,33,6,7
499,634,pos_548,pos_688,1.0,0.875,36,7,7
107,635,pos_117,pos_689,1.0,0.8,26,4,4
185,635,pos_203,pos_689,0.75,0.8,22,3,4
497,641,pos_546,pos_695,0.6666666666666666,1.0,9,2,3
565,641,pos_619,pos_695,0.6666666666666666,1.0,10,2,3
152,646,pos_166,pos_702,1.0,0.8571428571428571,69,12,12
81,650,pos_90,pos_708,0.6666666666666666,1.0,7,2,3
119,650,pos_130,pos_708,0.6666666666666666,1.0,11,2,3
542,650,pos_592,pos_708,0.6666666666666666,1.0,18,2,3
193,651,pos_211,pos_709,0.75,0.8,16,3,4
247,651,pos_270,pos_709,0.6,0.8333333333333334,14,3,5
158,654,pos_172,pos_712,0.6666666666666666,1.0,19,2,3
288,657,pos_314,pos_716,0.7142857142857143,1.0,32,5,7
42,662,pos_47,pos_722,0.6666666666666666,1.0,12,2,3
9,665,pos_9,pos_725,0.7857142857142857,1.0,45,11,14
23,665,pos_24,pos_725,0.8571428571428571,1.0,55,12,14
83,665,pos_92,pos_725,0.9285714285714286,1.0,66,13,14
86,665,pos_95,pos_725,0.7857142857142857,1.0,55,11,14
585,665,pos_639,pos_725,0.8571428571428571,1.0,65,12,14
234,670,pos_256,pos_730,0.6666666666666666,1.0,15,2,3
293,670,pos_319,pos_730,0.6666666666666666,1.0,14,2,3
615,671,pos_669,pos_731,0.6666666666666666,1.0,15,2,3
143,673,pos_157,pos_733,0.8571428571428571,0.875,33,6,7
281,673,pos_307,pos_733,1.0,0.875,36,7,7
334,673,pos_365,pos_733,1.0,0.875,36,7,7
499,673,pos_548,pos_733,0.875,1.0,38,7,8
634,673,pos_688,pos_733,0.8571428571428571,0.875,33,6,7
13,674,pos_13,pos_734,0.6666666666666666,1.0,11,2,3
443,674,pos_486,pos_734,0.6666666666666666,1.0,19,2,3
592,674,pos_646,pos_734,0.6666666666666666,1.0,19,2,3
107,678,pos_117,pos_738,0.75,0.8,18,3,4
185,678,pos_203,pos_738,0.75,0.8,17,3,4
484,678,pos_530,pos_738,1.0,0.8,22,4,4
635,678,pos_689,pos_738,0.6,1.0,19,3,5
379,680,pos_415,pos_740,1.0,0.8,47,8,8
165,681,pos_180,pos_742,1.0,0.8,23,4,4
89,686,pos_98,pos_747,0.6666666666666666,1.0,21,4,6
548,686,pos_599,pos_747,0.6,0.8333333333333334,17,3,5
142,689,pos_156,pos_752,0.6666666666666666,1.0,13,2,3
153,689,pos_167,pos_752,0.6666666666666666,1.0,13,2,3
377,689,pos_413,pos_752,0.6666666666666666,1.0,16,2,3
407,689,pos_445,pos_752,0.6666666666666666,1.0,19,2,3
557,689,pos_610,pos_752,0.6666666666666666,1.0,13,2,3
164,692,pos_179,pos_755,0.6666666666666666,1.0,7,2,3
176,692,pos_192,pos_755,0.6666666666666666,1.0,8,2,3
517,693,pos_566,pos_757,0.875,0.8,31,7,8
400,695,pos_438,pos_759,0.6,0.8333333333333334,12,3,5
416,697,pos_454,pos_761,0.6666666666666666,1.0,6,2,3
639,699,pos_693,pos_763,0.8888888888888888,1.0,39,8,9
412,703,pos_450,pos_767,0.6666666666666666,1.0,16,2,3
469,703,pos_514,pos_767,0.6666666666666666,1.0,8,2,3
566,703,pos_620,pos_767,0.6666666666666666,1.0,18,2,3
594,703,pos_648,pos_767,0.6666666666666666,1.0,7,2,3
14,708,pos_14,pos_772,0.75,0.8,17,3,4
580,708,pos_634,pos_772,1.0,0.8,23,4,4
366,711,pos_402,pos_777,0.6666666666666666,1.0,9,2,3
510,711,pos_559,pos_777,0.6666666666666666,1.0,14,2,3
272,712,pos_297,pos_778,0.6,0.8333333333333334,17,3,5
644,712,pos_699,pos_778,0.75,0.8,20,3,4
274,715,pos_299,pos_784,0.6666666666666666,1.0,14,2,3
358,718,pos_393,pos_788,0.8888888888888888,0.8181818181818182,50,8,9
24,719,pos_25,pos_789,0.6666666666666666,1.0,7,2,3
366,721,pos_402,pos_791,0.6666666666666666,1.0,17,2,3
510,721,pos_559,pos_791,0.6666666666666666,1.0,11,2,3
3,722,pos_3,pos_792,0.6666666666666666,1.0,17,2,3
60,725,pos_67,pos_795,0.75,0.8,15,3,4
388,725,pos_425,pos_795,0.8,0.8333333333333334,19,4,5
512,725,pos_561,pos_795,1.0,0.8,23,4,4
700,726,pos_764,pos_796,1.0,0.8,44,8,8
630,728,pos_684,pos_798,0.8571428571428571,0.875,36,6,7
427,729,pos_466,pos_799,0.6666666666666666,1.0,19,2,3
234,730,pos_256,pos_800,0.6666666666666666,1.0,17,2,3
359,732,pos_394,pos_802,0.75,0.8,13,3,4
43,734,pos_48,pos_805,1.0,0.8,20,4,4
337,737,pos_368,pos_808,0.6666666666666666,1.0,20,2,3
609,737,pos_663,pos_808,0.6666666666666666,1.0,10,2,3
392,741,pos_429,pos_812,1.0,0.875,40,7,7
359,742,pos_394,pos_813,0.75,0.8,15,3,4
55,744,pos_61,pos_815,0.75,0.8,15,3,4
332,749,pos_363,pos_820,0.6,0.8333333333333334,15,3,5
142,750,pos_156,pos_821,0.6666666666666666,1.0,15,2,3
153,750,pos_167,pos_821,0.6666666666666666,1.0,13,2,3
377,750,pos_413,pos_821,0.6666666666666666,1.0,14,2,3
407,750,pos_445,pos_821,0.6666666666666666,1.0,16,2,3
557,750,pos_610,pos_821,0.6666666666666666,1.0,14,2,3
689,750,pos_752,pos_821,0.6666666666666666,1.0,15,2,3
512,752,pos_561,pos_823,1.0,0.8,23,4,4
725,752,pos_795,pos_823,1.0,0.8,23,4,4
696,759,pos_760,pos_830,0.6666666666666666,0.9,32,6,9
640,761,pos_694,pos_833,0.6,0.8333333333333334,13,3,5
720,761,pos_790,pos_833,0.6,0.8333333333333334,16,3,5
535,763,pos_585,pos_835,0.6666666666666666,1.0,16,2,3
95,764,pos_105,pos_836,0.6666666666666666,1.0,7,2,3
722,764,pos_792,pos_836,0.6666666666666666,1.0,16,2,3
751,764,pos_822,pos_836,0.6666666666666666,1.0,17,2,3
713,765,pos_780,pos_837,0.875,0.8,39,7,8
142,766,pos_156,pos_838,0.6666666666666666,1.0,15,2,3
153,766,pos_167,pos_838,0.6666666666666666,1.0,13,2,3
377,766,pos_413,pos_838,0.6666666666666666,1.0,13,2,3
407,766,pos_445,pos_838,0.6666666666666666,1.0,14,2,3
557,766,pos_610,pos_838,0.6666666666666666,1.0,16,2,3
689,766,pos_752,pos_838,0.6666666666666666,1.0,13,2,3
750,766,pos_821,pos_838,0.6666666666666666,1.0,15,2,3
421,767,pos_459,pos_839,0.6666666666666666,1.0,9,2,3
81,772,pos_90,pos_845,0.6666666666666666,1.0,15,2,3
315,772,pos_344,pos_845,0.6666666666666666,1.0,14,2,3
426,772,pos_465,pos_845,0.6666666666666666,1.0,14,2,3
738,776,pos_809,pos_850,0.6666666666666666,1.0,13,2,3
378,780,pos_414,pos_855,0.6,1.0,39,6,10
669,780,pos_729,pos_855,0.625,0.8,16,5,8
236,781,pos_258,pos_856,0.75,0.8,20,3,4
498,781,pos_547,pos_856,0.75,0.8,18,3,4
347,782,pos_378,pos_857,0.6666666666666666,1.0,14,2,3
541,782,pos_591,pos_857,0.6666666666666666,1.0,16,2,3
50,783,pos_56,pos_858,1.0,0.8571428571428571,33,6,6
176,786,pos_192,pos_862,0.6666666666666666,1.0,14,2,3
273,786,pos_298,pos_862,0.6666666666666666,1.0,13,2,3
577,786,pos_631,pos_862,0.6666666666666666,1.0,13,2,3
751,787,pos_822,pos_863,0.6666666666666666,1.0,7,2,3
237,789,pos_259,pos_865,1.0,0.8823529411764706,79,15,15
361,789,pos_396,pos_865,0.6923076923076923,0.8666666666666667,50,9,13
373,789,pos_409,pos_865,0.7857142857142857,0.8666666666666667,47,11,14
418,792,pos_456,pos_869,0.6666666666666666,1.0,13,2,3
314,794,pos_342,pos_871,0.6666666666666666,0.8888888888888888,21,6,9
688,799,pos_749,pos_876,1.0,0.8333333333333334,29,5,5
578,800,pos_632,pos_877,0.6,0.8333333333333334,21,3,5
469,805,pos_514,pos_882,0.6666666666666666,1.0,8,2,3
594,805,pos_648,pos_882,0.6666666666666666,1.0,9,2,3
19,807,pos_19,pos_884,0.6666666666666666,1.0,16,2,3
42,808,pos_47,pos_885,0.6666666666666666,1.0,8,2,3
628,808,pos_682,pos_885,0.6666666666666666,1.0,9,2,3
662,808,pos_722,pos_885,0.6666666666666666,1.0,9,2,3
243,815,pos_265,pos_894,1.0,0.9090909090909091,62,10,10
322,815,pos_351,pos_894,1.0,0.8,52,8,8
9,816,pos_9,pos_895,0.7857142857142857,1.0,52,11,14
23,816,pos_24,pos_895,0.7142857142857143,1.0,43,10,14
83,816,pos_92,pos_895,0.9285714285714286,1.0,73,13,14
86,816,pos_95,pos_895,0.9285714285714286,1.0,66,13,14
585,816,pos_639,pos_895,0.8571428571428571,1.0,57,12,14
665,816,pos_725,pos_895,0.8571428571428571,1.0,64,12,14
462,819,pos_506,pos_899,0.6666666666666666,1.0,17,2,3
817,822,pos_897,pos_902,0.6153846153846154,0.8125,45,8,13
97,823,pos_107,pos_904,0.6666666666666666,1.0,16,2,3
619,823,pos_673,pos_904,0.6666666666666666,1.0,15,2,3
220,824,pos_242,pos_905,0.6666666666666666,1.0,13,2,3
305,824,pos_332,pos_905,0.6666666666666666,1.0,11,2,3
628,825,pos_682,pos_906,0.6666666666666666,1.0,8,2,3
55,826,pos_61,pos_907,1.0,0.8,23,4,4
246,826,pos_269,pos_907,0.75,0.8,20,3,4
744,826,pos_815,pos_907,0.75,1.0,15,3,4
207,827,pos_228,pos_908,0.75,0.8,15,3,4
382,827,pos_418,pos_908,0.75,0.8,14,3,4
596,827,pos_650,pos_908,0.6,0.8333333333333334,16,3,5
134,829,pos_148,pos_911,1.0,0.8888888888888888,48,8,8
395,831,pos_432,pos_913,0.75,0.8,14,3,4
190,833,pos_208,pos_915,0.6666666666666666,1.0,9,2,3
220,833,pos_242,pos_915,0.6666666666666666,1.0,8,2,3
385,833,pos_421,pos_915,0.6666666666666666,1.0,11,2,3
427,836,pos_466,pos_919,0.6666666666666666,1.0,13,2,3
49,840,pos_55,pos_924,0.6666666666666666,1.0,12,2,3
63,840,pos_70,pos_924,0.6666666666666666,1.0,11,2,3
93,840,pos_102,pos_924,0.6666666666666666,1.0,11,2,3
210,840,pos_231,pos_924,0.6666666666666666,1.0,11,2,3
329,840,pos_360,pos_924,0.6666666666666666,1.0,11,2,3
348,840,pos_379,pos_924,0.6666666666666666,1.0,17,2,3
449,840,pos_492,pos_924,0.6666666666666666,1.0,14,2,3
514,840,pos_563,pos_924,0.6666666666666666,1.0,13,2,3
9,843,pos_9,pos_927,0.9285714285714286,1.0,64,13,14
23,843,pos_24,pos_927,0.8571428571428571,1.0,55,12,14
83,843,pos_92,pos_927,0.9285714285714286,1.0,66,13,14
86,843,pos_95,pos_927,0.9285714285714286,1.0,74,13,14
585,843,pos_639,pos_927,0.8571428571428571,1.0,65,12,14
665,843,pos_725,pos_927,0.8571428571428571,1.0,57,12,14
816,843,pos_895,pos_927,0.8571428571428571,1.0,64,12,14
590,844,pos_644,pos_928,0.6,0.8333333333333334,10,3,5
255,846,pos_279,pos_930,0.6666666666666666,1.0,17,2,3
510,846,pos_559,pos_930,0.6666666666666666,1.0,18,2,3
325,848,pos_355,pos_932,1.0,0.95,108,19,19
0,850,pos_0,pos_934,0.75,1.0,14,3,4
65,850,pos_72,pos_934,0.75,1.0,13,3,4
482,854,pos_528,pos_938,0.75,0.8,22,3,4
15,856,pos_15,pos_940,0.75,0.8,12,3,4
85,856,pos_94,pos_940,0.75,1.0,12,3,4
747,856,pos_818,pos_940,0.75,0.8,13,3,4
19,859,pos_19,pos_943,0.6666666666666666,1.0,6,2,3
838,859,pos_922,pos_943,0.6666666666666666,1.0,13,2,3
656,866,pos_715,pos_950,0.6,0.8333333333333334,16,3,5
49,871,pos_55,pos_955,0.6666666666666666,1.0,13,2,3
63,871,pos_70,pos_955,0.6666666666666666,1.0,13,2,3
93,871,pos_102,pos_955,0.6666666666666666,1.0,13,2,3
210,871,pos_231,pos_955,0.6666666666666666,1.0,12,2,3
329,871,pos_360,pos_955,0.6666666666666666,1.0,14,2,3
348,871,pos_379,pos_955,0.6666666666666666,1.0,11,2,3
365,871,pos_401,pos_955,0.6666666666666666,1.0,17,2,3
449,871,pos_492,pos_955,0.6666666666666666,1.0,13,2,3
462,871,pos_506,pos_955,0.6666666666666666,1.0,17,2,3
514,871,pos_563,pos_955,0.6666666666666666,1.0,11,2,3
840,871,pos_924,pos_955,0.6666666666666666,1.0,11,2,3
189,875,pos_207,pos_961,1.0,0.8571428571428571,33,6,6
434,875,pos_476,pos_961,1.0,0.875,44,7,7
541,876,pos_591,pos_962,0.6666666666666666,1.0,10,2,3
615,876,pos_669,pos_962,0.6666666666666666,1.0,9,2,3
462,878,pos_506,pos_964,0.6666666666666666,1.0,18,2,3
142,879,pos_156,pos_965,0.6666666666666666,1.0,13,2,3
153,879,pos_167,pos_965,0.6666666666666666,1.0,14,2,3
377,879,pos_413,pos_965,0.6666666666666666,1.0,16,2,3
407,879,pos_445,pos_965,0.6666666666666666,1.0,17,2,3
557,879,pos_610,pos_965,0.6666666666666666,1.0,13,2,3
689,879,pos_752,pos_965,0.6666666666666666,1.0,18,2,3
750,879,pos_821,pos_965,0.6666666666666666,1.0,15,2,3
766,879,pos_838,pos_965,0.6666666666666666,1.0,13,2,3
347,881,pos_378,pos_967,0.6666666666666666,1.0,14,2,3
9,884,pos_9,pos_970,0.7142857142857143,1.0,48,10,14
23,884,pos_24,pos_970,0.7857142857142857,1.0,58,11,14
83,884,pos_92,pos_970,0.7142857142857143,1.0,50,10,14
86,884,pos_95,pos_970,0.7142857142857143,1.0,58,10,14
585,884,pos_639,pos_970,0.7857142857142857,1.0,68,11,14
665,884,pos_725,pos_970,0.7857142857142857,1.0,60,11,14
816,884,pos_895,pos_970,0.6428571428571429,1.0,48,9,14
843,884,pos_927,pos_970,0.7857142857142857,1.0,60,11,14
728,885,pos_798,pos_971,0.875,0.8,42,7,8
740,885,pos_811,pos_971,0.625,0.8,31,5,8
15,888,pos_15,pos_975,0.75,0.8,17,3,4
85,888,pos_94,pos_975,0.75,0.8,17,3,4
90,888,pos_99,pos_975,0.6,1.0,12,3,5
498,888,pos_547,pos_975,0.75,0.8,17,3,4
525,888,pos_575,pos_975,0.75,0.8,16,3,4
558,888,pos_611,pos_975,0.8,0.8,13,4,5
781,888,pos_856,pos_975,0.75,0.8,16,3,4
61,891,pos_68,pos_978,0.6,0.8333333333333334,11,3,5
869,892,pos_953,pos_979,0.875,1.0,39,7,8
751,893,pos_822,pos_980,0.6666666666666666,1.0,6,2,3
787,893,pos_863,pos_980,0.6666666666666666,1.0,6,2,3
858,895,pos_942,pos_982,0.6666666666666666,1.0,14,2,3
462,896,pos_506,pos_983,0.6666666666666666,1.0,19,2,3
878,896,pos_964,pos_983,0.6666666666666666,1.0,17,2,3
269,897,pos_294,pos_984,0.6666666666666666,1.0,9,2,3
331,898,pos_362,pos_985,1.0,0.875,34,7,7
